rowid,univid,profDept,profRatings,profAvg,profEasy,profId
4314,1072,Biology,11,2.5,2.8,1107512
4315,1072,"Earth Science",11,4.2,3,409325
4316,1072,Philosophy,11,4.2,3.8,839246
4317,1072,History,11,3.5,2.8,1542465
4318,1072,"Political Science",11,2.5,3.2,545947
4319,1072,Biology,11,4.1,2.7,359714
4320,1072,"Cognitive Science",11,4.9,4,1290804
4321,1072,Biology,11,4.2,3.5,335974
4322,1072,Anthropology,11,3.9,3.6,620936
4323,1072,"Computer Science",11,2.6,1.5,59938
4324,1072,"Environmental Science",11,4.4,3,487581
4325,1072,Bioengineering,11,4.1,2.4,1029339
4326,1072,Film,11,4,3.6,774140
4327,1072,"Slavic Languages & Literatures",11,4.1,2.6,783985
4328,1072,English,11,3.8,3.2,409344
4329,1072,English,11,1.7,2.4,813797
4330,1072,"Computer Science",11,3.1,3,525740
4331,1072,Statistics,11,2.7,2.4,278064
4332,1072,Biology,11,3.5,4.1,936559
4333,1072,"Environmental Science",11,2.3,4.2,1012741
4334,1072,Film,11,4.6,3.1,479855
4335,1072,Mathematics,11,2.1,2.3,1535868
4336,1072,Sociology,11,3.4,2.2,921988
4337,1072,French,11,4.2,2.5,498260
4338,1072,"Interdisciplinary Studies",11,3.7,3.8,931812
4339,1072,Chinese,11,2.3,2.5,585858
4340,1072,Philosophy,11,3.7,2.7,246361
4341,1072,Biology,11,3.6,3.5,543361
4342,1072,"East Asian Studies",11,4.3,2.6,579482
4343,1072,Architecture,11,1.5,2.5,583602
4344,1072,Mathematics,11,4.3,3.4,233643
4345,1072,Classics,11,4.2,4.2,1133638
4346,1072,Japanese,11,4.5,3.7,1010357
4347,1072,"East Asian Studies",11,4.8,3.5,455674
4348,1072,Biology,11,2.6,1.7,244349
4349,1072,Japanese,11,5,4.4,558890
4350,1072,History,11,4,3.5,663161
4351,1072,Biology,11,4.4,3.2,492306
4352,1072,Rhetoric,11,4.6,3.8,724431
4353,1072,French,11,2.4,2.5,1035840
4354,1072,English,10,4.8,3.7,505806
4355,1072,"Near Eastern Studies",10,2.8,3,848844
4356,1072,Mathematics,10,3.8,2.7,1033371
4357,1072,Biology,10,3.8,2.7,482803
4358,1072,"Environmental Science",10,3.3,2.9,538047
4359,1072,Biology,10,4.4,3,594997
4360,1072,Engineering,10,3.5,4.1,423655
4361,1072,"Environmental Science",10,3.6,2.6,1123532
4362,1072,Biology,10,1.8,2.3,805688
4363,1072,Architecture,10,4.9,3.5,474256
4364,1072,Biology,10,4.8,2.3,362166
4365,1072,English,10,4.5,3.1,179498
4366,1072,French,10,4.8,3.6,569387
4367,1072,Biology,10,2.8,2.3,1020215
4368,1072,Engineering,10,2.7,2.7,576331
4369,1072,"Environmental Science",10,2.7,3.4,769459
4370,1072,"Ethnic Studies",10,3.4,4.1,831981
4371,1072,Film,10,3.5,4.4,1057009
4372,1072,"Urban Design & Development",10,2.3,4.7,547395
4373,1072,History,10,4.7,3.6,1347537
4374,1072,Engineering,10,2.5,3.2,63103
4375,1072,"Theatre & Dance",10,4.8,2,814
4376,1072,French,10,3.7,4.1,618191
4377,1072,History,10,4.7,3.6,685454
4378,1072,English,10,4.8,3.3,932855
4379,1072,History,10,3.9,2.7,864097
4380,1072,Mathematics,10,1.2,1.2,992548
4381,1072,Mathematics,10,3,1.4,123004
4382,1072,Chemistry,10,4.3,2.6,777531
4383,1072,"Environ. Sci. Policy & Mgmt.",10,2.2,1.4,1245907
4384,1072,Engineering,10,4.4,1.3,235496
4385,1072,English,10,4,3.3,1183105
4386,1072,"Cognitive Science",10,4.4,3.8,965959
4387,1072,"Asian Studies",10,4.4,4.1,164816
4388,1072,"Earth Science",10,4,3.8,483417
4389,1072,Anthropology,10,3,2.9,863010
4390,1072,"Landscape Architecture",10,4.6,3.5,728715
4391,1072,English,10,4,3.3,414427
4392,1072,Art,10,3.5,2.8,241462
4393,1072,Psychology,10,4.2,2.7,420181
4394,1072,"Political Science",10,3,2.8,628655
4395,1072,Chinese,10,3.7,2.5,757938
4396,1072,English,10,4.7,3.6,1209186
4397,1072,History,10,4.3,2.9,1094344
4398,1072,"Comparative Literature",10,3.2,2.7,1074268
4399,1072,Physics,10,2.8,3.6,631980
4400,1072,Law,10,4,2.6,329604
4401,1072,Biology,10,4.9,3.9,244020
4402,1072,"Ethnic Studies",10,2.3,4.5,413644
4403,1072,"Industrial Engineering",10,3.2,2.9,631996
4404,1072,Psychology,10,3,2.8,1018119
4405,1072,"Art History",10,3.8,2.6,941759
4406,1072,Engineering,10,3,2.2,559994
4407,1072,English,10,4.3,3.4,1649496
4408,1072,Sociology,10,4.6,3.2,732932
4409,1072,English,10,4.1,2.8,637816
4410,1072,"Environmental Science",10,3.6,3.6,538044
4411,1072,Economics,10,4.2,2.5,803766
4412,1072,Physics,10,2.2,2.5,1349515
4413,1072,Rhetoric,10,3.4,2.8,584970
4414,1072,Statistics,10,2.7,2.5,1126010
4415,1072,Scandinavian,10,4.6,3.9,860990
4416,1072,"Civil Engineering",10,1.9,2,622371
4417,1072,"Environmental Science",10,3,2.6,538052
4418,1072,French,10,2.7,2.6,792948
4419,1072,Mathematics,10,4.3,2.1,853420
4420,1072,Physics,10,4.8,1.9,847469
4421,1072,Physics,10,2,1,966884
4422,1072,Physics,10,4.2,2.3,23221
4423,1072,"Cognitive Science",10,1.8,1.6,841778
4424,1072,Chemistry,10,3.8,2.6,66845
4425,1072,Italian,10,5,3.8,566006
4426,1072,Psychology,10,3,1.9,869744
4427,1072,Sociology,10,3.9,3.2,938147
4428,1072,Japanese,10,4.4,3.1,558878
4429,1072,Physics,10,1.9,2.2,244314
4430,1072,Anthropology,10,3.6,2.9,649258
4431,1072,Psychology,10,4.6,3.4,672286
4432,1072,"Mechanical Engineering",10,4.9,3,618974
4433,1072,"Political Science",10,2.3,2,799835
4434,1072,"African-American Studies",9,5,3.6,686695
4435,1072,"Ethnic Studies",9,4.2,3.1,421539
4436,1072,"Political Science",9,3.9,4.1,1138307
4437,1072,Chemistry,9,3.7,2.9,1686842
4438,1072,Physics,9,3.2,3.1,351040
4439,1072,Psychology,9,3.3,2.6,1256109
4440,1072,Music,9,1.9,2.1,413739
4441,1072,Italian,9,4.6,4.2,593751
4442,1072,Spanish,9,4.2,3,497601
4443,1072,Mathematics,9,1.9,1.3,448893
4444,1072,Economics,9,3.2,2.7,519151
4445,1072,"Ethnic Studies",9,4.4,4,634216
4446,1072,Chinese,9,4.4,2.6,787841
4447,1072,German,9,4.9,4.1,539779
4448,1072,Anthropology,9,4.2,2.4,909689
4449,1072,History,9,2,3.3,519818
4450,1072,"Art History",9,3.7,2.9,393335
4451,1072,Music,9,4.9,3.7,1130393
4452,1072,Psychology,9,4.8,3.9,444798
4453,1072,Music,9,4.3,2.6,726326
4454,1072,Biology,9,2.8,2.5,318254
4455,1072,Education,9,2.8,3.7,608279
4456,1072,Portuguese,9,4.9,3.2,938240
4457,1072,Chemistry,9,2.4,2.8,638629
4458,1072,Sociology,9,3.9,3.4,776163
4459,1072,Statistics,9,1.3,1.3,1676551
4460,1072,Biology,9,3.9,3.1,536932
4461,1072,Classics,9,4.2,2.4,776876
4462,1072,Engineering,9,3.6,2.3,352802
4463,1072,English,9,4,2.8,683184
4464,1072,"Business Administration",9,2.8,3.3,864422
4465,1072,"Environmental Science",9,4.7,3.2,538050
4466,1072,"Information Systems",9,2.4,3.1,246772
4467,1072,Rhetoric,9,4.8,2.8,897923
4468,1072,"Art History",9,4.6,2.6,609416
4469,1072,"Landscape Architecture",9,3.1,2.7,527767
4470,1072,English,9,4.2,3,383839
4471,1072,Linguistics,9,4.3,2.3,790234
4472,1072,"Political Science",9,4.1,2.4,716662
4473,1072,"Art History",9,4.3,2.8,508155
4474,1072,Architecture,9,1.6,1.1,48775
4475,1072,Economics,9,4.6,2.8,840533
4476,1072,"Theatre & Dance",9,4.7,4.4,363371
4477,1072,Physics,9,3.9,2,322212
4478,1072,"Business Administration",9,2.4,1.7,1281648
4479,1072,"Business Administration",9,1.9,2.1,924552
4480,1072,Biology,9,4.4,3.3,753373
4481,1072,Mathematics,9,3.1,2.9,1478887
4482,1072,Physics,9,4,2.2,639788
4483,1072,Linguistics,9,4.3,3.6,825787
4484,1072,Biology,9,4.7,3.9,784590
4485,1072,"Ethnic Studies",9,3.7,4.1,444611
4486,1072,Economics,9,3.4,2.7,509423
4487,1072,Biology,9,2.7,4,555350
4488,1072,Rhetoric,9,4.9,2.7,1013032
4489,1072,Writing,9,4.2,3.4,913108
4490,1072,Statistics,9,1.4,1,1381397
4491,1072,History,9,3.1,3.8,1063947
4492,1072,Physics,9,4.4,4.3,935111
4493,1072,"Political Science",9,4.6,3,1184764
4494,1072,"Landscape Architecture",9,3.1,2.9,1089385
4495,1072,"Ethnic Studies",9,4.8,4,604822
4496,1072,"East Asian Studies",9,3.5,3.9,555510
4497,1072,French,9,4.8,3.5,498265
4498,1072,Physics,9,2.1,2.3,963693
4499,1072,Engineering,9,4.4,4.4,393123
4500,1072,"Political Science",9,4.2,3.1,1310524
4501,1072,Art,9,2.7,2.8,22042
4502,1072,"Business Administration",9,4.2,3.8,227901
4503,1072,English,9,4.2,3.9,1080192
4504,1072,Statistics,9,4.1,2.9,1310125
4505,1072,Engineering,9,4.9,3.3,345009
4506,1072,Biology,9,4.4,2.2,335973
4507,1072,Chemistry,9,3.2,3,333220
4508,1072,Sociology,9,3.7,3.8,1321354
4509,1072,Biology,9,4.7,3.7,1094484
4510,1072,Engineering,9,2.1,2.2,471853
4511,1072,"Mass Communications",9,3.8,3.9,1479226
4512,1072,"Comparative Literature",9,5,4.1,566698
4513,1072,Mathematics,9,3,2.2,1503726
4514,1072,"Urban Design & Development",9,2.9,3.2,782287
4515,1072,Japanese,9,4.5,3.9,464692
4516,1072,Economics,9,2.5,3.4,543363
4517,1072,Languages,8,4,4.2,802764
4518,1072,English,8,4.8,2.5,359112
4519,1072,Anthropology,8,2.6,3.6,473898
4520,1072,"Environmental Science",8,3.1,2.1,880410
4521,1072,"Art History",8,4.2,3.1,496108
4522,1072,Music,8,4.8,4.2,464264
4523,1072,Chemistry,8,4.2,2.6,542408
4524,1072,"Comparative Literature",8,4.6,2.8,1380538
4525,1072,Mathematics,8,4.3,2.9,1127024
4526,1072,Psychology,8,1.6,3,915316
4527,1072,Architecture,8,3,2.5,715228
4528,1072,"Business Administration",8,3.1,4.1,842113
4529,1072,Astronomy,8,4.5,2.9,695520
4530,1072,"Political Science",8,2.2,2.9,907084
4531,1072,Architecture,8,1.9,1.5,1085586
4532,1072,Biology,8,2.3,1.8,623083
4533,1072,Psychology,8,3.4,2.9,439593
4534,1072,Chemistry,8,3.6,3.9,440924
4535,1072,History,8,3.8,3,937070
4536,1072,"Legal Studies",8,4.4,4.1,845775
4537,1072,Biology,8,2.9,1.6,757890
4538,1072,Architecture,8,3.6,3,578910
4539,1072,Geography,8,4.9,3,699439
4540,1072,Biology,8,1.9,1.6,447197
4541,1072,German,8,4.7,4.4,615088
4542,1072,English,8,4.9,3.6,1039615
4543,1072,Engineering,8,2.9,3.1,609407
4544,1072,English,8,3,2,1418405
4545,1072,Anthropology,8,2.6,2.8,1624182
4546,1072,Italian,8,3.4,2,721660
4547,1072,Writing,8,3.5,2,982108
4548,1072,"Environmental Science",8,4.2,3.5,409337
4549,1072,History,8,4.2,3.2,703521
4550,1072,"Comparative Literature",8,4.2,3.6,747377
4551,1072,German,8,4.5,3,582703
4552,1072,Psychology,8,3.1,2.4,881685
4553,1072,English,8,2.9,2.8,562133
4554,1072,Chemistry,8,3.1,3,258681
4555,1072,History,8,4.7,2.1,440472
4556,1072,Mathematics,8,2.1,3.6,1138370
4557,1072,English,8,4,2.4,588881
4558,1072,Engineering,8,2.6,2.6,312769
4559,1072,"Art History",8,4.2,4,602923
4560,1072,Writing,8,4.6,3.2,218763
4561,1072,French,8,4.4,3.8,409330
4562,1072,Engineering,8,4.2,3,640129
4563,1072,Statistics,8,1.8,2.1,1170827
4564,1072,Languages,8,3.2,1.9,1032342
4565,1072,"Interdisciplinary Studies",8,4.4,4,974682
4566,1072,Biology,8,4.8,4.1,620576
4567,1072,History,8,2.2,2.4,1328997
4568,1072,History,8,3.5,2.5,428977
4569,1072,Japanese,8,4.5,3.1,558873
4570,1072,Languages,8,4.9,4.2,325277
4571,1072,Physics,8,4.4,3.4,789134
4572,1072,Psychology,8,4.3,2.5,1098082
4573,1072,Chemistry,8,2.9,3.5,100830
4574,1072,English,8,4.2,3.8,659422
4575,1072,"Legal Studies",8,2.8,2.4,325264
4576,1072,Biology,8,2.9,2.6,618455
4577,1072,Statistics,8,2.7,2.2,1518304
4578,1072,"Chemical Engineering",8,3.6,3.4,560571
4579,1072,Chemistry,8,4.9,4,1743107
4580,1072,"Environmental Science",8,4.6,3,574158
4581,1072,Biology,8,3.6,2.9,359718
4582,1072,German,8,3.9,4,918957
4583,1072,Linguistics,8,4.5,2.6,1154024
4584,1072,Rhetoric,8,4.1,4,682473
4585,1072,Linguistics,8,2.6,2.9,900741
4586,1072,Biology,8,4.2,3.6,724454
4587,1072,English,8,2.1,2.8,1336759
4588,1072,"Legal Studies",8,4.7,1.9,308426
4589,1072,English,8,3.4,3.1,765366
4590,1072,Anthropology,8,4.2,3.4,1044877
4591,1072,"Business Administration",8,2.9,3,1290283
4592,1072,"Art History",8,3.2,3.1,996273
4593,1072,English,8,4.6,3.8,699681
4594,1072,"Computer Science",8,4.4,2.8,632001
4595,1072,"Chicano Studies",8,4.7,4.5,431948
4596,1072,"Business Administration",8,3.3,2.9,126232
4597,1072,"Civil Engineering",8,4.8,3.8,844607
4598,1072,Economics,8,2.9,3.2,585654
4599,1072,Physics,8,4.2,3.6,608088
4600,1072,Astronomy,8,4.9,2.8,343565
4601,1072,Art,8,4.2,4.1,316816
4602,1072,"Comparative Literature",8,4.3,2.1,136389
4603,1072,"Computer Science",8,3,3.9,609095
4604,1072,Economics,8,2.7,3,414664
4605,1072,History,8,3.4,2.1,717478
4606,1072,Italian,8,4.9,4.9,903944
4607,1072,Art,8,4.8,3.8,241463
4608,1072,Writing,8,2.8,2,767854
4609,1072,Chemistry,8,2.2,3.2,109843
4610,1072,Psychology,8,4.8,3.9,1182281
4611,1072,English,8,4.1,3.9,837291
4612,1072,Biology,8,3.5,3.6,543362
4613,1072,Engineering,8,2.1,2.5,467864
4614,1072,English,8,3.9,2.5,1548298
4615,1072,"Political Science",8,4.4,2.9,539359
4616,1072,"Art History",8,4.4,2.5,1613282
4617,1072,Spanish,8,4.2,2.5,543475
4618,1072,"Earth Science",8,3.3,4,609031
4619,1072,"Ethnic Studies",8,3,3.1,484207
4620,1072,Rhetoric,8,3.8,1.9,1251502
4621,1072,Linguistics,8,2.5,4,1193612
4622,1072,Education,8,5,4.6,854755
4623,1072,Biology,8,3.6,2.4,937916
4624,1072,"Theatre & Dance",8,3.8,3.9,791059
4625,1072,"Legal Studies",7,4.6,2.6,928282
4626,1072,Portuguese,7,5,2.9,287571
4627,1072,French,7,3.4,2.6,619146
4628,1072,French,7,4,3.4,620410
4629,1072,"Political Science",7,4.4,3.4,932566
4630,1072,Engineering,7,4.8,2.6,277274
4631,1072,Chemistry,7,3.9,2.9,523573
4632,1072,History,7,3.7,3.4,458869
4633,1072,Biology,7,2.8,2.9,799654
4634,1072,Physics,7,4.6,3,790304
4635,1072,Nutrition,7,2.7,3.8,936547
4636,1072,History,7,4.6,3,1338031
4637,1072,Chemistry,7,4.3,2.4,1376564
4638,1072,Scandinavian,7,4.9,4.4,607971
4639,1072,"Earth Science",7,4,3.3,933723
4640,1072,Sociology,7,4.1,3.6,200827
4641,1072,Sociology,7,4.2,3.3,1143980
4642,1072,Anthropology,7,3.2,3.3,1479820
4643,1072,Writing,7,3.6,3.2,474811
4644,1072,Psychology,7,4.7,3.9,688708
4645,1072,"Civil Engineering",7,3.9,4.3,214766
4646,1072,"Business Administration",7,3.7,2.3,1457206
4647,1072,Mathematics,7,4.5,3,1753699
4648,1072,Biology,7,4,2.4,441891
4649,1072,"Environmental Science",7,2.9,3,538055
4650,1072,"Business Administration",7,1.8,2.3,454067
4651,1072,Psychology,7,4.1,3.7,318044
4652,1072,Biology,7,4.1,2.9,244350
4653,1072,Sociology,7,2.9,2.9,786306
4654,1072,"Industrial Engineering",7,3.5,3,558450
4655,1072,"Theatre & Dance",7,2.9,2.1,723328
4656,1072,Physics,7,4.2,2.7,322223
4657,1072,"Public Health",7,2.5,2.3,746246
4658,1072,"Civil Engineering",7,4.5,4,823680
4659,1072,Education,7,4.2,4,244351
4660,1072,Biology,7,4.1,2.4,335979
4661,1072,"Mass Communications",7,4.2,3.1,1710377
4662,1072,Psychology,7,2.4,3.4,899902
4663,1072,"Political Science",7,3.8,3.9,423114
4664,1072,Film,7,4.5,2.7,1335670
4665,1072,English,7,4.1,1.7,524603
4666,1072,Film,7,4.8,2.7,512698
4667,1072,Biology,7,4.9,3.4,244358
4668,1072,Geography,7,3.9,3.6,976960
4669,1072,"Business Administration",7,4,3.4,947800
4670,1072,"Ethnic Studies",7,4.1,4,787292
4671,1072,Chemistry,7,2.2,2.7,1034812
4672,1072,Biology,7,3.9,2.1,419856
4673,1072,English,7,4.8,3.8,774096
4674,1072,"Computer Science",7,4.6,3.3,814582
4675,1072,Literature,7,4.3,3.4,204696
4676,1072,Biology,7,2.8,2.7,855537
4677,1072,Biology,7,1.8,2,1242473
4678,1072,"Comparative Literature",7,4.8,4,525961
4679,1072,Anthropology,7,4.4,2.2,702616
4680,1072,Physics,7,3.6,3.1,734677
4681,1072,History,7,3.6,2.6,736039
4682,1072,Psychology,7,3.6,3,1036914
4683,1072,Sociology,7,1.2,1.7,1075205
4684,1072,Film,7,4.2,2.7,668416
4685,1072,History,7,4.1,3.6,580541
4686,1072,Physics,7,3.5,3.9,896260
4687,1072,"Near Eastern Studies",7,4.2,3.6,773401
4688,1072,History,7,3.1,2,523448
4689,1072,"Civil Engineering",7,4.6,2.3,1008999
4690,1072,"Landscape Architecture",7,4.6,3.3,959084
4691,1072,English,7,4.1,2.4,646147
4692,1072,Languages,7,4.8,3.3,983397
4693,1072,"Electrical Engineering",7,3.3,2.3,730546
4694,1072,"Environmental Science",7,4.4,3.9,661232
4695,1072,Sociology,7,2.7,3,1156481
4696,1072,Engineering,7,4.6,3,639783
4697,1072,Biology,7,3.7,3.1,335978
4698,1072,Statistics,7,4.9,3.6,418025
4699,1072,Mathematics,7,2.9,2.7,798951
4700,1072,"Not Specified",7,3.6,2.9,88742
4701,1072,Biology,7,3.2,2.1,1205763
4702,1072,Sociology,7,4.8,4.4,1583684
4703,1072,"Social Welfare",7,4.7,4,1166547
4704,1072,Languages,7,3.7,2,666447
4705,1072,Statistics,7,3,2.6,1352698
4706,1072,Philosophy,7,1.9,2.6,1118361
4707,1072,"Legal Studies",7,4.9,3.4,462227
4708,1072,Economics,7,3.8,3.6,414815
4709,1072,Biology,7,4.2,2.7,855536
4710,1072,Scandinavian,7,4.4,4.3,289728
4711,1072,"Legal Studies",7,4.1,2.9,571735
4712,1072,Engineering,7,2.3,3,728028
4713,1072,History,7,4.6,2.7,1686255
4714,1072,"Near Eastern Studies",7,2.4,3.3,853058
4715,1072,"Civil Engineering",7,3.9,2.7,857370
4716,1072,Biology,7,3.1,2.7,1269294
4717,1072,Economics,7,1.2,1.9,1254561
4718,1072,English,7,3.9,3.3,411526
4719,1072,Film,7,3.3,3.4,931722
4720,1072,Mathematics,7,3.4,3.3,854861
4721,1072,Writing,7,4.7,3,1077801
4722,1072,History,7,3.8,3.6,781964
4723,1072,Physics,7,2.8,2.6,764232
4724,1072,"Business Administration",7,4.6,3,931259
4725,1072,Architecture,7,4.1,2.7,558066
4726,1072,Languages,7,3.4,3.7,890671
4727,1072,"Electrical Engineering",7,2.4,1.7,603924
4728,1072,"Political Science",7,3.2,4,1308055
4729,1072,Chinese,7,4.4,2.3,835149
4730,1072,"Art History",7,3.8,3,707754
4731,1072,"Public Health",7,2.9,3.4,936556
4732,1072,Engineering,7,3.4,2.4,630616
4733,1072,Rhetoric,7,4.2,1.7,840216
4734,1072,"Business Administration",7,3.3,3,654844
4735,1072,Economics,7,3.3,2.4,993054
4736,1072,English,7,3.4,4.3,1006963
4737,1072,"Mechanical Engineering",7,2.9,2.4,1138535
4738,1072,Rhetoric,7,3.4,2.3,606838
4739,1072,"Political Science",7,4.5,3.3,767287
4740,1072,"Industrial Engineering",6,3.9,3.2,631997
4741,1072,"Social Welfare",6,4.8,4.3,1492733
4742,1072,Statistics,6,2.7,1.8,578522
4743,1072,Anthropology,6,3.9,2.7,1086226
4744,1072,Chemistry,6,2.2,2.3,48602
4745,1072,English,6,4.8,3.3,714821
4746,1072,Sociology,6,4.2,2.3,1287866
4747,1072,"Political Science",6,4.2,3,719797
4748,1072,"Mechanical Engineering",6,4.7,4,1088949
4749,1072,English,6,4.9,4.3,1521018
4750,1072,Spanish,6,4.7,4.2,748863
4751,1072,Biology,6,3.4,3.2,1259651
4752,1072,"Civil Engineering",6,4.2,2.8,865465
4753,1072,Economics,6,4.8,2.2,1611919
4754,1072,Architecture,6,3.2,2.2,1040830
4755,1072,"Comparative Literature",6,3.5,3.5,932926
4756,1072,"Business Administration",6,3.7,3.3,639276
4757,1072,Art,6,3.3,3.3,778982
4758,1072,Engineering,6,4.3,3.7,395412
4759,1072,English,6,4.2,4.3,1291153
4760,1072,Engineering,6,3.4,3,376091
4761,1072,"Urban Design & Development",6,2.9,3.2,949935
4762,1072,"Art History",6,3.1,2.3,644344
4763,1072,Philosophy,6,3.1,1.3,905926
4764,1072,Rhetoric,6,4.4,3.2,785550
4765,1072,Philosophy,6,4.2,3.7,1650595
4766,1072,Portuguese,6,5,3.5,287573
4767,1072,Mathematics,6,4.8,4.3,1835732
4768,1072,English,6,4.9,4,162213
4769,1072,"Asian Studies",6,3.2,4.2,834226
4770,1072,"African-American Studies",6,3.2,4,1143738
4771,1072,"Liberal Arts",6,2.2,3,1177458
4772,1072,History,6,3.5,3,1208376
4773,1072,Mathematics,6,3.4,3.2,1076587
4774,1072,Rhetoric,6,3.8,4.2,171843
4775,1072,"Information Systems",6,3.3,2.2,545881
4776,1072,Sociology,6,3.5,3.7,1321357
4777,1072,Biology,6,4.3,3.5,478537
4778,1072,Education,6,4.2,3.2,455043
4779,1072,French,6,5,3.5,695189
4780,1072,English,6,3.7,2.7,930008
4781,1072,"Civil Engineering",6,1.8,2.7,1009004
4782,1072,English,6,1,1,610250
4783,1072,Languages,6,4.5,3.3,894739
4784,1072,"Political Science",6,5,2.3,607243
4785,1072,Engineering,6,4,2.7,543129
4786,1072,Engineering,6,3.8,3.5,796388
4787,1072,"Business Administration",6,2.2,3.3,946042
4788,1072,Psychology,6,3.2,2.3,1635848
4789,1072,"Political Science",6,4.6,2,1287708
4790,1072,Anthropology,6,3.9,3.8,963065
4791,1072,"East Asian Studies",6,5,3.7,430161
4792,1072,"City & Regional Planning",6,4.3,3.5,1236239
4793,1072,"Environ. Sci. Policy & Mgmt.",6,4.2,3.5,1112032
4794,1072,"Earth Science",6,4.3,4,789249
4795,1072,Architecture,6,3.2,2.5,379577
4796,1072,Geography,6,4.2,3.3,599250
4797,1072,Mathematics,6,3.5,1,920130
4798,1072,"Business Administration",6,1.8,3,1019088
4799,1072,Bioengineering,6,2.9,3.3,470754
4800,1072,Biology,6,1.7,3.5,205435
4801,1072,Chemistry,6,4.2,2.5,1743272
4802,1072,Sociology,6,4.9,1.8,1627967
4803,1072,"Earth & Planetary Sciences",6,4.7,4.2,868177
4804,1072,Biology,6,3.5,1.8,606232
4805,1072,History,6,4.3,4,1005345
4806,1072,Japanese,6,3.6,4,473295
4807,1072,"Public Policy",6,3.5,3.5,845776
4808,1072,Classics,6,3.7,2.3,960168
4809,1072,Biology,6,4,2.5,935165
4810,1072,English,6,4.2,3.7,1037783
4811,1072,Mathematics,6,4.6,2.2,1524111
4812,1072,English,6,2.9,2.3,982823
4813,1072,Statistics,6,3.2,2.3,763062
4814,1072,"Ethnic Studies",6,4.8,3.3,788438
4815,1072,Engineering,6,4.8,2.8,378692
4816,1072,English,6,4.1,3.2,414433
4817,1072,Anthropology,6,3.8,3.2,634618
4818,1072,History,6,3.2,2.7,588155
4819,1072,Sociology,6,2.8,3.5,444618
4820,1072,"Asian Studies",6,4.7,4.7,877348
4821,1072,Nutrition,6,4.2,3.3,943117
4822,1072,Spanish,6,4.7,3.2,1729032
4823,1072,Mathematics,6,4.1,3,803982
4824,1072,"Computer Science",6,2.1,3.2,244717
4825,1072,Mathematics,6,3.8,1.3,1210407
4826,1072,History,6,2.4,2.2,749500
4827,1072,Mathematics,6,2.9,1.7,1191198
4828,1072,Statistics,6,3.5,4.2,38536
4829,1072,"Near Eastern Studies",6,3.8,4,637753
4830,1072,"Asian Studies",6,4.2,3.7,606801
4831,1072,"Political Science",6,1.7,3.8,489648
4832,1072,Economics,6,4.8,2.8,318112
4833,1072,Physics,6,3.2,3,858283
4834,1072,"Business Administration",6,4.3,3.5,1102959
4835,1072,"Near Eastern Studies",6,5,2.5,937406
4836,1072,Linguistics,6,4.1,4.3,1097567
4837,1072,Biology,6,4.2,3.5,625249
4838,1072,History,6,3.7,2.5,1063194
4839,1072,"Environ. Sci. Policy & Mgmt.",6,3.4,1.3,1252828
4840,1072,"Computer Science",6,4.7,1.8,1052288
4841,1072,"Chemical Engineering",6,1.3,1.5,1288906
4842,1072,"Computer Science",6,2.4,2.2,34514
4843,1072,English,6,4.3,4.2,637543
4844,1072,Statistics,6,3.9,1.2,1512401
4845,1072,History,6,4,3.2,916345
4846,1072,Engineering,6,4.8,3.2,717051
4847,1072,Rhetoric,6,3.2,2.2,897924
4848,1072,Statistics,6,1.7,2,297815
4849,1072,"Social Welfare",6,3.2,2.7,1494381
4850,1072,"Business Administration",6,4.9,4,1484233
4851,1072,Nutrition,6,3.3,3.3,872841
4852,1072,English,6,4.8,4.3,329388
4853,1072,Economics,6,4.4,4.2,897458
4854,1072,"Environmental Science",6,3.8,4.7,833571
4855,1072,"Public Health",6,2.9,2.8,593406
4856,1072,French,6,3.5,3.3,619145
4857,1072,Japanese,6,4.8,3.8,899204
4858,1072,Spanish,6,4,2.3,892604
4859,1072,Mathematics,6,4.9,2.5,1523824
4860,1072,Philosophy,6,3.2,2,650584
4861,1072,"Computer Science",6,3.2,2.2,895924
4862,1072,Spanish,6,4.8,2.3,794749
4863,1072,Nutrition,6,3.3,2.8,660613
4864,1072,Music,6,3,4.5,396570
4865,1072,Linguistics,6,3.3,4.3,1045182
4866,1072,Chemistry,6,2.8,2.7,802610
4867,1072,Film,6,4.8,4,214207
4868,1072,Biology,6,2.6,2.3,1217246
4869,1072,Statistics,6,3.2,3.7,585655
4870,1072,Chemistry,6,2.4,1.5,803347
4871,1072,"Legal Studies",6,3.7,3.7,405037
4872,1072,Statistics,6,3.2,3.2,585657
4873,1072,"Art History",6,3.2,2.7,737976
4874,1072,"Interdisciplinary Studies",5,4.4,2.2,1145826
4875,1072,Biology,5,4.9,4,1187331
4876,1072,Anthropology,5,4.8,3.4,444615
4877,1072,"Environmental Science",5,3.3,2.4,795726
4878,1072,Biology,5,3.6,2.4,986096
4879,1072,Spanish,5,4.3,4,530981
4880,1072,Japanese,5,4.7,4,690732
4881,1072,History,5,2.7,2.6,1663862
4882,1072,English,5,4.9,3.2,930207
4883,1072,"Theatre & Dance",5,4.5,2.8,1339035
4884,1072,English,5,4.6,3.4,431316
4885,1072,"Physical Education",5,3.6,4.6,895013
4886,1072,Physics,5,2.8,2.2,981344
4887,1072,History,5,3.8,2.8,406341
4888,1072,Mathematics,5,3.8,3.4,936029
4889,1072,Mathematics,5,3.9,3,884771
